metric,value
BLEU,1.5425159627083576
ROUGE-1,18.19992016080719
ROUGE-2,7.110854629917811
ROUGE-L,13.032832335259434
chrF,13.54299177218329
METEOR,0.0
Lexical_Precision,0.2581996869277571
Lexical_Recall,0.09984106555535127
Lexical_F1,0.14249215845794605
Avg_Pred_Len_Tokens,11.11111111111111
Avg_Ref_Len_Tokens,50.55555555555556
Avg_Pred_Len_Chars,81.66666666666667
Avg_Ref_Len_Chars,342.6666666666667
